Artlfd,PL-AT,Artikelname,AG-ID,Pfad,Online-Artikelname,Produktname,Kurztext,Vorteile,Anwendungsbereiche,Einsatzbereiche,Anwendung,Nutzenargumentation,youtube-Film
1220,610178,"Schleifscheibe/ Metall 178 x 8,0 x 22,2 mm",924,Produkte entdecken|Schleif- und Trenntechnik|Schleifscheiben|Schleifscheibe Karat Metall,Schleifscheibe Karat Metall / 178 mm,Schleifscheibe Karat Metall,Professionelle Schleifscheibe mit hervorragender Leistung,,"• Entspricht der EN 12413

• Zur Bearbeitung von Metall

• Leistungstark, lange Standzeit und Lebensdauer

• Ausgezeichnet mit dem TECHNOLIT® Gütezeichen „Industriequalität“ 

• Hohe Arbeitssicherheit",,,"Zur Bearbeitung von Metall

Leistungstark, lange Standzeit und Lebensdauer

Entspricht der EN 12413",
1223,610230,"Schleifscheibe/ Metall 230 x 8,0 x 22,2 mm",924,Produkte entdecken|Schleif- und Trenntechnik|Schleifscheiben|Schleifscheibe Karat Metall,Schleifscheibe Karat Metall / 230 mm,Schleifscheibe Karat Metall,Professionelle Schleifscheibe mit hervorragender Leistung,,"• Entspricht der EN 12413

• Zur Bearbeitung von Metall

• Leistungstark, lange Standzeit und Lebensdauer

• Ausgezeichnet mit dem TECHNOLIT® Gütezeichen „Industriequalität“ 

• Hohe Arbeitssicherheit",,,"Zur Bearbeitung von Metall

Leistungstark, lange Standzeit und Lebensdauer

Entspricht der EN 12413",
124659,650116,Haftscheibe SCD 115 coarse K  80 - 150,951,Produkte entdecken|Schleif- und Trenntechnik|Putzscheiben|Haftscheiben SCD,Haftscheibe / 115 mm / K-80-150,Haftscheiben SCD,Lange Standzeiten mit kühlem Schliff,,"• Lange Standzeiten mit kühlem Schliff 

• Zur Entgratung, Reinigung, Endbearbeitung und Politur von Oberflächen aus Holz, Plastik und Metall

• Ideal zur Bearbeitung von Kanten, zum Glätten von Schweißnähten und Nieten

• Zum Entfernen von Beschichtungen, Farbanstrichen und Schleifriefen

• Max. 5.000 rpm",,,"Lange Standzeiten mit kühlem Schliff 

Zur Entgratung, Reinigung, Endbearbeitung und Politur von Oberflächen aus Holz, Plastik und Metall",
124661,650117,Haftscheibe SCD 115 medium K 150 - 220,951,Produkte entdecken|Schleif- und Trenntechnik|Putzscheiben|Haftscheiben SCD,Haftscheibe / 115 mm / K-150-220,Haftscheiben SCD,Lange Standzeiten mit kühlem Schliff,,"• Lange Standzeiten mit kühlem Schliff 

• Zur Entgratung, Reinigung, Endbearbeitung und Politur von Oberflächen aus Holz, Plastik und Metall

• Ideal zur Bearbeitung von Kanten, zum Glätten von Schweißnähten und Nieten

• Zum Entfernen von Beschichtungen, Farbanstrichen und Schleifriefen

• Max. 5.000 rpm",,,"Lange Standzeiten mit kühlem Schliff 

Zur Entgratung, Reinigung, Endbearbeitung und Politur von Oberflächen aus Holz, Plastik und Metall",
124663,650118,Haftscheibe SCD 115 very fine K 220 - 280,951,Produkte entdecken|Schleif- und Trenntechnik|Putzscheiben|Haftscheiben SCD,Haftscheibe / 115 mm / K-220-280,Haftscheiben SCD,Lange Standzeiten mit kühlem Schliff,,"• Lange Standzeiten mit kühlem Schliff 

• Zur Entgratung, Reinigung, Endbearbeitung und Politur von Oberflächen aus Holz, Plastik und Metall

• Ideal zur Bearbeitung von Kanten, zum Glätten von Schweißnähten und Nieten

• Zum Entfernen von Beschichtungen, Farbanstrichen und Schleifriefen

• Max. 5.000 rpm",,,"Lange Standzeiten mit kühlem Schliff 

Zur Entgratung, Reinigung, Endbearbeitung und Politur von Oberflächen aus Holz, Plastik und Metall",
1256,625140,"Texstar-Zirkon flach 115 x 22 mm, K-120",928,Produkte entdecken|Schleif- und Trenntechnik|Fächerschleifscheiben|Texstar® Zirkon flach,Texstar Zirkon / 115 mm / K-120,Texstar® Zirkon flach,Fächerschleifscheibe mit aggressivem Zirkonkorund-Schleifmittel ,,"• Lamellen aus hochwertigem Zirkonkorund für einen sauberen Schliff  

• Erhältlich in gewölbter oder flacher Form  

• Selbstschärfend, dadurch kein Zusetzen der Scheibe  

• Kein Stützteller erforderlich  

• Sehr wirkungsvoll zum Schleifen an Behältern, zum Säubern von Schweißnähten, zum Entgraten, Entrosten und zum Putzen von Gussteilen","- ?Säubern und Einebnen von Schweißnähten

- ?Entgraten, Entrosten und zum Putzen 

- ?Schleifen von Kanten und Flächen

- ?Besonders geeignet für Edelstahl",,"Lamellen aus hochwertigem Zirkonkorund für einen sauberen Schliff  

Erhältlich in gewölbter oder flacher Form  

Selbstschärfend, dadurch kein Zusetzen der Scheibe",
128837,G320208,"MSG 19-9 0,8 mm, 15-kg-Spule K-300",4198,Produkte entdecken|Schweißzusatzwerkstoffe|Nichtrostende und säurebeständige Stähle|MSG 19-9,"MSG 19-9 / ø 0,80 mm / K-300 / 15 kg",MSG 19-9,Austenitische Chrom-Nickelstahl-Drahtelektrode,,Austenitische Chrom-Nickelstahl-Drahtelektrode mit niedrigem Kohlenstoffgehalt. Geeignet zum Schweißen an nichtrostenden austenitischen Stählen bei Betriebstemperaturen bis +350 °C und kaltzäh bis -196 °C.,,,"Chrom-Nickelstahl-Drahtelektrode, niedriger Kohlenstoffgehalt.

Für nichtrostende austenitische Stähle bis +350 °C, kaltzäh bis -196 °C.",
128843,G320210,"MSG 19-9 1,0 mm, 15-kg-Spule K-300",4198,Produkte entdecken|Schweißzusatzwerkstoffe|Nichtrostende und säurebeständige Stähle|MSG 19-9,"MSG 19-9 / ø 1,00 mm / K-300 / 15 kg",MSG 19-9,Austenitische Chrom-Nickelstahl-Drahtelektrode,,Austenitische Chrom-Nickelstahl-Drahtelektrode mit niedrigem Kohlenstoffgehalt. Geeignet zum Schweißen an nichtrostenden austenitischen Stählen bei Betriebstemperaturen bis +350 °C und kaltzäh bis -196 °C.,,,"Chrom-Nickelstahl-Drahtelektrode, niedriger Kohlenstoffgehalt.

Für nichtrostende austenitische Stähle bis +350 °C, kaltzäh bis -196 °C.",
128849,G320212,"MSG 19-9 1,2 mm, 15-kg-Spule K-300",4198,Produkte entdecken|Schweißzusatzwerkstoffe|Nichtrostende und säurebeständige Stähle|MSG 19-9,"MSG 19-9 / ø 1,20 mm / K-300 / 15 kg",MSG 19-9,Austenitische Chrom-Nickelstahl-Drahtelektrode,,Austenitische Chrom-Nickelstahl-Drahtelektrode mit niedrigem Kohlenstoffgehalt. Geeignet zum Schweißen an nichtrostenden austenitischen Stählen bei Betriebstemperaturen bis +350 °C und kaltzäh bis -196 °C.,,,"Chrom-Nickelstahl-Drahtelektrode, niedriger Kohlenstoffgehalt.

Für nichtrostende austenitische Stähle bis +350 °C, kaltzäh bis -196 °C.",
128987,G340010,"HA-Massivdraht DUR 600 1,2 mm, 15 kg EN 14700: S Fe 8, Wst.Nr. 1.4718",4679,Produkte entdecken|Schweißzusatzwerkstoffe|Verschleißfeste Auftragsschweißungen|Gambit® HA-Massivdraht DUR 600,"HA-Massivdraht DUR 600 / ø 1,20 mm / K-300 / 15 kg",Gambit® HA-Massivdraht DUR 600,"Schutzgasschweißdraht zum MIG/MAG-Schweißen zähharter, abriebfester Auftragungen",,"Schutzgasschweißdraht aus verschleißfestem Chrom-Siliziumstahl zum MIG/MAG-Schweißen zähharter, abriebfester Auftragungen. Hohe Verschleißfestigkeit bei Schlagbeanspruchung und reibendem Verschleiß. Bei sehr rissempfindlichen Werkstücken ist das Aufschweißen von Pufferlagen z. B. mit dem Schutzgasdraht MSG 23 oder der Stabelektrode TS 23 angebracht. Das Schweißgut ist nur durch Schleifen bearbeitbar.",,,"Chrom-Silizium-Schweißdraht, abriebfeste Auftragungen, hohe Verschleißfestigkeit.

 Pufferlagen für rissempfindliche Werkstücke mit schleifbarer Bearbeitung.",
1309,625778,Texstar-Zirkon 178 x 22 mm  K-60,926,Produkte entdecken|Schleif- und Trenntechnik|Fächerschleifscheiben|Texstar® Zirkon gewölbt,Texstar Zirkon / 178 mm / K-60,Texstar® Zirkon gewölbt,Gewölbte Form zum präzisen Ausschleifen von begrenzten Flächen,,"• Lamellen aus hochwertigem Zirkonkorund für einen sauberen Schliff  

• Erhältlich in gewölbter oder flacher Form  

• Selbstschärfend, dadurch kein Zusetzen der Scheibe  

• Kein Stützteller erforderlich  

• Sehr wirkungsvoll zum Schleifen an Behältern, zum Säubern von Schweißnähten, zum Entgraten, Entrosten und zum Putzen von Gussteilen",,,"Lamellen aus hochwertigem Zirkonkorund für einen sauberen Schliff

Erhältlich in gewölbter oder flacher Form  

Selbstschärfend, dadurch kein Zusetzen der Scheibe",
1340,630115,"Halbflexible Schleifscheibe 115mm, Korn 36",923,Produkte entdecken|Schleif- und Trenntechnik|Schleifscheiben|Halbflexible Schleifscheibe,Halbflexible Schleifscheibe / 115 mm / K-36,Halbflexible Schleifscheibe,Widerstandsfähige Schleiffläche aus Silizium-Karbid,,"• Wird bei Erwärmung sehr elastisch, dadurch exakte Steuerung der Schleifleistung

• Widerstandsfähige Schleiffläche aus Silizium-Karbid

• Einsatz an harten Metallen und weichen Materialien sowie für Arbeiten, die einen hohen Materialabtrag erfordern

• Auch zur Hufpflege in landwirtschaftlichen Betrieben geeignet",,,"Einsatz an harten Metallen und weichen Materialien sowie für Arbeiten, die einen hohen Materialabtrag erfordern

Auch zur Hufpflege in landwirtschaftlichen Betrieben geeignet",
1344,631115,Stützteller 115 mm  M 14,1069,Produkte entdecken|Schleif- und Trenntechnik|Schleifscheiben|Stützteller,Stützteller / 115 mm,Stützteller,Für flexible Schleif- und Putzscheiben,,,,,Für flexible Schleif- und Putzscheiben,
1345,631125,Stützteller 125 mm  M 14,1069,Produkte entdecken|Schleif- und Trenntechnik|Schleifscheiben|Stützteller,Stützteller / 125 mm,Stützteller,Für flexible Schleif- und Putzscheiben,,,,,Für flexible Schleif- und Putzscheiben,
1354,640100,Putzscheibe 100 x 13mm mit Mittelloch,950,Produkte entdecken|Schleif- und Trenntechnik|Putzscheiben|Putzscheibe,Putzscheibe / 100 mm,Putzscheibe,Reinigt mit geringem Anpressdruck und ohne Materialabtrag,,"• Reinigt mit geringem Anpressdruck und ohne Materialabtrag

• Scheibe aus kunstharzgebundener Nylonfaser 

• Entfernt Verschmutzungen und Dichtungsreste, ideal für vorbereitende Arbeiten beim Schweißen, Montieren oder Lackieren

• Erzielt metallisch blanke und rückstandsfreie Oberflächen

• Zum Entfernen von Zunder und Anlauffarben",,,"Reinigt ohne Materialabtrag, ideal vor dem Schweißen, Montieren, Lackieren.

Kunstharz-nylon Scheibe entfernt Verschmutzungen und Dichtungsreste.",
1364,641001,Spanndorn 900/8,9074,Produkte entdecken|Schleif- und Trenntechnik|Spanndorne/Spannstifte/Spannschafte|Spanndorne,Spanndorn 900 / ø-Schaft: 8 mm,Spanndorne,In unterschiedlichen Ausführungen erhältlich.,,,,,"Ø 25,4mm

8mm Schaft",
1365,645125,Finishing-Rolle FINE 125 x 10.000 mm  K-280/320,1085,Produkte entdecken|Schleif- und Trenntechnik|Finishing-Systeme|Finishing Rolle,Finishing Rolle / K-280/320 / 125 x 10.000 mm,Finishing Rolle,Schleifmittel auf Rolle oder als Handpads,,"• Schleifmittel auf Rolle oder als Handpads

• Zur Reinigung, Vorbereitung und Endbearbeitung von Oberflächen

• Wasserfest, verwendbar in trockenem und nassem Zustand

• Passt sich den verschiedenen Formen an, ist flexibel und setzt sich nicht zu",,,"Zur Reinigung, Vorbereitung und Endbearbeitung von Oberflächen

Wasserfest, verwendbar in trockenem und nassem Zustand",
1366,645126,Finishing-Rolle VERY FINE 125 x 10.000 mm  K-320/360,1085,Produkte entdecken|Schleif- und Trenntechnik|Finishing-Systeme|Finishing Rolle,Finishing Rolle / K-320/360 / 125 x 10.000 mm,Finishing Rolle,Schleifmittel auf Rolle oder als Handpads,,"• Schleifmittel auf Rolle oder als Handpads

• Zur Reinigung, Vorbereitung und Endbearbeitung von Oberflächen

• Wasserfest, verwendbar in trockenem und nassem Zustand

• Passt sich den verschiedenen Formen an, ist flexibel und setzt sich nicht zu",,,"Zur Reinigung, Vorbereitung und Endbearbeitung von Oberflächen

Wasserfest, verwendbar in trockenem und nassem Zustand",
1369,645252,Finishing-Handpads FINE 158 x 224 mm  K-280/320,1081,Produkte entdecken|Schleif- und Trenntechnik|Finishing-Systeme|Finishing Handpads,Finishing Handpads / K-280/320,Finishing Handpads,In unterschiedlichen Ausführungen erhältlich.,,"• Schleifmittel auf Rolle oder als Handpads

• Zur Reinigung, Vorbereitung und Endbearbeitung von Oberflächen

• Wasserfest, verwendbar in trockenem und nassem Zustand

• Passt sich den verschiedenen Formen an, ist flexibel und setzt sich nicht zu",,,"Zur Reinigung, Vorbereitung und Endbearbeitung von Oberflächen

Wasserfest, verwendbar in trockenem und nassem Zustand",
1370,645253,Finishing-Handpads VERY FINE 158 x 224 mm  K-320/360,1081,Produkte entdecken|Schleif- und Trenntechnik|Finishing-Systeme|Finishing Handpads,Finishing Handpads / K-320/360,Finishing Handpads,In unterschiedlichen Ausführungen erhältlich.,,"• Schleifmittel auf Rolle oder als Handpads

• Zur Reinigung, Vorbereitung und Endbearbeitung von Oberflächen

• Wasserfest, verwendbar in trockenem und nassem Zustand

• Passt sich den verschiedenen Formen an, ist flexibel und setzt sich nicht zu",,,"Zur Reinigung, Vorbereitung und Endbearbeitung von Oberflächen

Wasserfest, verwendbar in trockenem und nassem Zustand",
1429,666524,Kleinschleifmop 50 x 20 mm  Korn 40,1008,Produkte entdecken|Schleif- und Trenntechnik|Polieren und Satinieren|Kleinschleifmop,Kleinschleifmop / 50 mm / K-40,Kleinschleifmop,Für Handmaschinen beliebiger Antriebsart,,"• Lamellen aus Korundkörpern in Kunstharzbindung, mit Stahldraht für Spannzangenbefestigung

• Für Handmaschinen beliebiger Antriebsart

• Haupteinsatz im Motoren- und Apparatebau, im Formen- und Modellbau 

• Für Werkstoffe wie Stahl, Edelstahl, Aluminium, Holz und Kunststoff

• Schaft 6 mm",,,"Ein System für alle Anwendungsbereiche, für vielfältige Arbeitseinsätze wie Reinigen, Entrosten, Entzundern und Entgraten

passend zu 3M-Roloc-System

hohe Standzeit und Sicherheit",
1430,666528,Kleinschleifmop 50 x 20 mm  Korn 80,1008,Produkte entdecken|Schleif- und Trenntechnik|Polieren und Satinieren|Kleinschleifmop,Kleinschleifmop / 50 mm / K-80,Kleinschleifmop,Für Handmaschinen beliebiger Antriebsart,,"• Lamellen aus Korundkörpern in Kunstharzbindung, mit Stahldraht für Spannzangenbefestigung

• Für Handmaschinen beliebiger Antriebsart

• Haupteinsatz im Motoren- und Apparatebau, im Formen- und Modellbau 

• Für Werkstoffe wie Stahl, Edelstahl, Aluminium, Holz und Kunststoff

• Schaft 6 mm",,,"Ein System für alle Anwendungsbereiche, für vielfältige Arbeitseinsätze wie Reinigen, Entrosten, Entzundern und Entgraten

passend zu 3M-Roloc-System

hohe Standzeit und Sicherheit",
1431,666529,"Kleinschleifmop 50 x 20 mm,  Korn 120",1008,Produkte entdecken|Schleif- und Trenntechnik|Polieren und Satinieren|Kleinschleifmop,Kleinschleifmop / 50 mm / K-120,Kleinschleifmop,Für Handmaschinen beliebiger Antriebsart,,"• Lamellen aus Korundkörpern in Kunstharzbindung, mit Stahldraht für Spannzangenbefestigung

• Für Handmaschinen beliebiger Antriebsart

• Haupteinsatz im Motoren- und Apparatebau, im Formen- und Modellbau 

• Für Werkstoffe wie Stahl, Edelstahl, Aluminium, Holz und Kunststoff

• Schaft 6 mm",,,"Ein System für alle Anwendungsbereiche, für vielfältige Arbeitseinsätze wie Reinigen, Entrosten, Entzundern und Entgraten

passend zu 3M-Roloc-System

hohe Standzeit und Sicherheit",
1432,666634,Kleinschleifmop 60 x 30 mm  Korn 40,1008,Produkte entdecken|Schleif- und Trenntechnik|Polieren und Satinieren|Kleinschleifmop,Kleinschleifmop / 60 mm / K-40,Kleinschleifmop,Für Handmaschinen beliebiger Antriebsart,,"• Lamellen aus Korundkörpern in Kunstharzbindung, mit Stahldraht für Spannzangenbefestigung

• Für Handmaschinen beliebiger Antriebsart

• Haupteinsatz im Motoren- und Apparatebau, im Formen- und Modellbau 

• Für Werkstoffe wie Stahl, Edelstahl, Aluminium, Holz und Kunststoff

• Schaft 6 mm",,,"Ein System für alle Anwendungsbereiche, für vielfältige Arbeitseinsätze wie Reinigen, Entrosten, Entzundern und Entgraten

passend zu 3M-Roloc-System

hohe Standzeit und Sicherheit",
1433,666638,Kleinschleifmop 60 x 30 mm  Korn 80,1008,Produkte entdecken|Schleif- und Trenntechnik|Polieren und Satinieren|Kleinschleifmop,Kleinschleifmop / 60 mm / K-80,Kleinschleifmop,Für Handmaschinen beliebiger Antriebsart,,"• Lamellen aus Korundkörpern in Kunstharzbindung, mit Stahldraht für Spannzangenbefestigung

• Für Handmaschinen beliebiger Antriebsart

• Haupteinsatz im Motoren- und Apparatebau, im Formen- und Modellbau 

• Für Werkstoffe wie Stahl, Edelstahl, Aluminium, Holz und Kunststoff

• Schaft 6 mm",,,"Ein System für alle Anwendungsbereiche, für vielfältige Arbeitseinsätze wie Reinigen, Entrosten, Entzundern und Entgraten

passend zu 3M-Roloc-System

hohe Standzeit und Sicherheit",
1434,666639,Kleinschleifmop 60 x 30 mm  Korn 120,1008,Produkte entdecken|Schleif- und Trenntechnik|Polieren und Satinieren|Kleinschleifmop,Kleinschleifmop / 60 mm / K-120,Kleinschleifmop,Für Handmaschinen beliebiger Antriebsart,,"• Lamellen aus Korundkörpern in Kunstharzbindung, mit Stahldraht für Spannzangenbefestigung

• Für Handmaschinen beliebiger Antriebsart

• Haupteinsatz im Motoren- und Apparatebau, im Formen- und Modellbau 

• Für Werkstoffe wie Stahl, Edelstahl, Aluminium, Holz und Kunststoff

• Schaft 6 mm",,,"Ein System für alle Anwendungsbereiche, für vielfältige Arbeitseinsätze wie Reinigen, Entrosten, Entzundern und Entgraten

passend zu 3M-Roloc-System

hohe Standzeit und Sicherheit",
1435,666834,Kleinschleifmop 80 x 30 mm  Korn 40,1008,Produkte entdecken|Schleif- und Trenntechnik|Polieren und Satinieren|Kleinschleifmop,Kleinschleifmop / 80 mm / K-40,Kleinschleifmop,Für Handmaschinen beliebiger Antriebsart,,"• Lamellen aus Korundkörpern in Kunstharzbindung, mit Stahldraht für Spannzangenbefestigung

• Für Handmaschinen beliebiger Antriebsart

• Haupteinsatz im Motoren- und Apparatebau, im Formen- und Modellbau 

• Für Werkstoffe wie Stahl, Edelstahl, Aluminium, Holz und Kunststoff

• Schaft 6 mm",,,"Ein System für alle Anwendungsbereiche, für vielfältige Arbeitseinsätze wie Reinigen, Entrosten, Entzundern und Entgraten

passend zu 3M-Roloc-System

hohe Standzeit und Sicherheit",
1436,666838,Kleinschleifmop 80 x 30 mm  Korn 80,1008,Produkte entdecken|Schleif- und Trenntechnik|Polieren und Satinieren|Kleinschleifmop,Kleinschleifmop / 80 mm / K-80,Kleinschleifmop,Für Handmaschinen beliebiger Antriebsart,,"• Lamellen aus Korundkörpern in Kunstharzbindung, mit Stahldraht für Spannzangenbefestigung

• Für Handmaschinen beliebiger Antriebsart

• Haupteinsatz im Motoren- und Apparatebau, im Formen- und Modellbau 

• Für Werkstoffe wie Stahl, Edelstahl, Aluminium, Holz und Kunststoff

• Schaft 6 mm",,,"Ein System für alle Anwendungsbereiche, für vielfältige Arbeitseinsätze wie Reinigen, Entrosten, Entzundern und Entgraten

passend zu 3M-Roloc-System

hohe Standzeit und Sicherheit",
1438,667064,Kleinschleifmop/ topfform 60 x 40 x 6 mm  K-40,1010,Produkte entdecken|Schleif- und Trenntechnik|Polieren und Satinieren|Kleinschleifmop „Topfform“,Kleinschleifmop „Topfform“ / 60 mm / K-40,Kleinschleifmop „Topfform“,Zum stirnseitigen und radialen Einsatz,,"• Lamellen aus Korundkörpern in Kunstharzbindung sowie einem Stahldraht für Spannzangenbefestigung

• Besondere Topfform zum stirnseitigen und radialen Einsatz

• Für Handmaschinen beliebiger Antriebsart

• Haupteinsatz im Motoren- und Apparatebau, im Formen- und Modellbau, an Stahl, Edelstahl, Alu, Holz und Kunststoff

• Schaft 6 mm",,,"Ein System für alle Anwendungsbereiche, für vielfältige Arbeitseinsätze wie Reinigen, Entrosten, Entzundern und Entgraten

passend zu 3M-Roloc-System

hohe Standzeit und Sicherheit",
